"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Variável - Área plantada ou destinada à colheita (Hectares)"
"Cód.","Município","Ano x Produto das lavouras temporárias e permanentes"
"Cód.","Município","2010"
"Cód.","Município","Total"
"3138500","Liberdade (MG)","660"
"3138609","Lima Duarte (MG)","1350"
"3138625","Limeira do Oeste (MG)","18580"
"3138658","Lontra (MG)","629"
"3138674","Luisburgo (MG)","6400"
"3138682","Luislândia (MG)","1234"
"3138708","Luminárias (MG)","3488"
"3138807","Luz (MG)","11703"
"3138906","Machacalis (MG)","198"
"3139003","Machado (MG)","19137"
"3139102","Madre de Deus de Minas (MG)","13698"
"3139201","Malacacheta (MG)","3975"
"3139250","Mamonas (MG)","5809"
"3139300","Manga (MG)","5835"
"3139409","Manhuaçu (MG)","20594"
"3139508","Manhumirim (MG)","6354"
"3139607","Mantena (MG)","10055"
"3139706","Maravilhas (MG)","854"
"3139805","Mar de Espanha (MG)","438"
"3139904","Maria da Fé (MG)","2280"
"3140001","Mariana (MG)","2886"
"3140100","Marilac (MG)","305"
"3140159","Mário Campos (MG)","24"
"3140209","Maripá de Minas (MG)","157"
"3140308","Marliéria (MG)","319"
"3140407","Marmelópolis (MG)","252"
"3140506","Martinho Campos (MG)","3204"
"3140530","Martins Soares (MG)","4516"
"3140555","Mata Verde (MG)","877"
"3140605","Materlândia (MG)","503"
"3140704","Mateus Leme (MG)","586"
"3140803","Matias Barbosa (MG)","81"
"3140852","Matias Cardoso (MG)","5569"
"3140902","Matipó (MG)","8106"
"3141009","Mato Verde (MG)","3645"
"3141108","Matozinhos (MG)","762"
"3141207","Matutina (MG)","1260"
"3141306","Medeiros (MG)","6093"
"3141405","Medina (MG)","1817"
"3141504","Mendes Pimentel (MG)","1120"
"3141603","Mercês (MG)","1155"
"3141702","Mesquita (MG)","221"
"3141801","Minas Novas (MG)","2562"
"3141900","Minduri (MG)","4296"
"3142007","Mirabela (MG)","1632"
"3142106","Miradouro (MG)","3455"
"3142205","Miraí (MG)","1516"
"3142254","Miravânia (MG)","1940"
"3142304","Moeda (MG)","311"
"3142403","Moema (MG)","703"
"3142502","Monjolos (MG)","828"
"3142601","Monsenhor Paulo (MG)","4468"
"3142700","Montalvânia (MG)","3110"
"3142809","Monte Alegre de Minas (MG)","66896"
"3142908","Monte Azul (MG)","4351"
"3143005","Monte Belo (MG)","11620"
"3143104","Monte Carmelo (MG)","30070"
"3143153","Monte Formoso (MG)","495"
"3143203","Monte Santo de Minas (MG)","13267"
"3143302","Montes Claros (MG)","5734"
"3143401","Monte Sião (MG)","4629"
"3143450","Montezuma (MG)","2753"
"3143500","Morada Nova de Minas (MG)","3010"
"3143609","Morro da Garça (MG)","497"
"3143708","Morro do Pilar (MG)","548"
"3143807","Munhoz (MG)","1053"
"3143906","Muriaé (MG)","3221"
"3144003","Mutum (MG)","13841"
"3144102","Muzambinho (MG)","16279"
"3144201","Nacip Raydan (MG)","206"
"3144300","Nanuque (MG)","3998"
"3144359","Naque (MG)","294"
"3144375","Natalândia (MG)","1021"
"3144409","Natércia (MG)","3365"
"3144508","Nazareno (MG)","4362"
"3144607","Nepomuceno (MG)","18131"
"3144656","Ninheira (MG)","1999"
"3144672","Nova Belém (MG)","5283"
"3144706","Nova Era (MG)","231"
"3144805","Nova Lima (MG)","..."
"3144904","Nova Módica (MG)","439"
"3145000","Nova Ponte (MG)","42120"
"3145059","Nova Porteirinha (MG)","2929"
"3145109","Nova Resende (MG)","16295"
"3145208","Nova Serrana (MG)","91"
"3145307","Novo Cruzeiro (MG)","7300"
"3145356","Novo Oriente de Minas (MG)","411"
"3145372","Novorizonte (MG)","673"
"3145406","Olaria (MG)","282"
"3145455","Olhos-d'Água (MG)","685"
"3145505","Olímpio Noronha (MG)","1327"
"3145604","Oliveira (MG)","9356"
"3145703","Oliveira Fortes (MG)","304"
"3145802","Onça de Pitangui (MG)","891"
"3145851","Oratórios (MG)","2017"
"3145877","Orizânia (MG)","3465"
"3145901","Ouro Branco (MG)","898"
"3146008","Ouro Fino (MG)","8146"
"3146107","Ouro Preto (MG)","2247"
"3146206","Ouro Verde de Minas (MG)","1123"
"3146255","Padre Carvalho (MG)","651"
"3146305","Padre Paraíso (MG)","1042"
"3146404","Paineiras (MG)","1267"
"3146503","Pains (MG)","4349"
"3146552","Pai Pedro (MG)","2255"
"3146602","Paiva (MG)","221"
"3146701","Palma (MG)","301"
"3146750","Palmópolis (MG)","1172"
"3146909","Papagaios (MG)","1389"
"3147006","Paracatu (MG)","99459"
"3147105","Pará de Minas (MG)","1641"
"3147204","Paraguaçu (MG)","15010"
"3147303","Paraisópolis (MG)","988"
"3147402","Paraopeba (MG)","1167"
"3147501","Passabém (MG)","280"
"3147600","Passa Quatro (MG)","502"
"3147709","Passa Tempo (MG)","2185"
"3147808","Passa Vinte (MG)","78"
"3147907","Passos (MG)","24120"
"3147956","Patis (MG)","2202"
"3148004","Patos de Minas (MG)","31841"
"3148103","Patrocínio (MG)","58362"
"3148202","Patrocínio do Muriaé (MG)","362"
"3148301","Paula Cândido (MG)","3603"
"3148400","Paulistas (MG)","1235"
"3148509","Pavão (MG)","588"
"3148608","Peçanha (MG)","3485"
"3148707","Pedra Azul (MG)","2456"
"3148756","Pedra Bonita (MG)","6769"
"3148806","Pedra do Anta (MG)","642"
"3148905","Pedra do Indaiá (MG)","250"
"3149002","Pedra Dourada (MG)","1771"
"3149101","Pedralva (MG)","6461"
"3149150","Pedras de Maria da Cruz (MG)","1231"
"3149200","Pedrinópolis (MG)","13777"
"3149309","Pedro Leopoldo (MG)","348"
"3149408","Pedro Teixeira (MG)","674"
"3149507","Pequeri (MG)","135"
"3149606","Pequi (MG)","557"
"3149705","Perdigão (MG)","1115"
"3149804","Perdizes (MG)","74745"
"3149903","Perdões (MG)","7058"
"3149952","Periquito (MG)","223"
"3150000","Pescador (MG)","534"
"3150109","Piau (MG)","1367"
"3150158","Piedade de Caratinga (MG)","2363"
"3150208","Piedade de Ponte Nova (MG)","2302"
"3150307","Piedade do Rio Grande (MG)","2274"
"3150406","Piedade dos Gerais (MG)","1273"
"3150505","Pimenta (MG)","6440"
"3150539","Pingo d'Água (MG)","310"
"3150570","Pintópolis (MG)","2458"
"3150604","Piracema (MG)","5055"
"3150703","Pirajuba (MG)","22114"
"3150802","Piranga (MG)","5943"
"3150901","Piranguçu (MG)","1150"
"3151008","Piranguinho (MG)","1019"
"3151107","Pirapetinga (MG)","233"
"3151206","Pirapora (MG)","2006"
"3151305","Piraúba (MG)","639"
"3151404","Pitangui (MG)","2095"
"3151503","Piumhi (MG)","18778"
"3151602","Planura (MG)","16513"
"3151701","Poço Fundo (MG)","6972"
"3151800","Poços de Caldas (MG)","6665"
"3151909","Pocrane (MG)","1717"
"3152006","Pompéu (MG)","15147"
"3152105","Ponte Nova (MG)","2527"
"3152131","Ponto Chique (MG)","1816"
"3152170","Ponto dos Volantes (MG)","828"
"3152204","Porteirinha (MG)","7425"
"3152303","Porto Firme (MG)","3683"
"3152402","Poté (MG)","1326"
"3152501","Pouso Alegre (MG)","3795"
"3152600","Pouso Alto (MG)","483"
"3152709","Prados (MG)","3100"
"3152808","Prata (MG)","29885"
"3152907","Pratápolis (MG)","4107"
"3153004","Pratinha (MG)","5642"
"3153103","Presidente Bernardes (MG)","1718"
"3153202","Presidente Juscelino (MG)","1640"
"3153301","Presidente Kubitschek (MG)","441"
"3153400","Presidente Olegário (MG)","38661"
"3153509","Alto Jequitibá (MG)","4954"
"3153608","Prudente de Morais (MG)","149"
"3153707","Quartel Geral (MG)","1125"
"3153806","Queluzito (MG)","1327"
"3153905","Raposos (MG)","..."
"3154002","Raul Soares (MG)","7718"
"3154101","Recreio (MG)","188"
"3154150","Reduto (MG)","3263"
"3154200","Resende Costa (MG)","1575"
"3154309","Resplendor (MG)","5366"
"3154408","Ressaquinha (MG)","1143"
"3154457","Riachinho (MG)","6127"
"3154507","Riacho dos Machados (MG)","7077"
"3154606","Ribeirão das Neves (MG)","38"
"3154705","Ribeirão Vermelho (MG)","838"
"3154804","Rio Acima (MG)","..."
"3154903","Rio Casca (MG)","3768"
"3155009","Rio Doce (MG)","107"
"3155108","Rio do Prado (MG)","439"
"3155207","Rio Espera (MG)","1593"
"3155306","Rio Manso (MG)","282"
"3155405","Rio Novo (MG)","224"
"3155504","Rio Paranaíba (MG)","38994"
"3155603","Rio Pardo de Minas (MG)","11174"
"3155702","Rio Piracicaba (MG)","661"
"3155801","Rio Pomba (MG)","2429"
"3155900","Rio Preto (MG)","501"
"3156007","Rio Vermelho (MG)","2602"
"3156106","Ritápolis (MG)","815"
"3156205","Rochedo de Minas (MG)","71"
"3156304","Rodeiro (MG)","118"
"3156403","Romaria (MG)","24023"
"3156452","Rosário da Limeira (MG)","1325"
"3156502","Rubelita (MG)","1345"
"3156601","Rubim (MG)","976"
"3156700","Sabará (MG)","202"
"3156809","Sabinópolis (MG)","1141"
"3156908","Sacramento (MG)","60618"
"3157005","Salinas (MG)","4859"
"3157104","Salto da Divisa (MG)","116"
"3157203","Santa Bárbara (MG)","401"
"3157252","Santa Bárbara do Leste (MG)","3806"
"3157278","Santa Bárbara do Monte Verde (MG)","296"
"3157302","Santa Bárbara do Tugúrio (MG)","2194"
"3157336","Santa Cruz de Minas (MG)","..."
"3157377","Santa Cruz de Salinas (MG)","1103"
"3157401","Santa Cruz do Escalvado (MG)","2031"
"3157500","Santa Efigênia de Minas (MG)","712"
"3157609","Santa Fé de Minas (MG)","843"
"3157658","Santa Helena de Minas (MG)","305"
"3157708","Santa Juliana (MG)","32008"
"3157807","Santa Luzia (MG)","871"
"3157906","Santa Margarida (MG)","11306"
"3158003","Santa Maria de Itabira (MG)","456"
"3158102","Santa Maria do Salto (MG)","855"
"3158201","Santa Maria do Suaçuí (MG)","2071"
"3158300","Santana da Vargem (MG)","8516"
"3158409","Santana de Cataguases (MG)","165"
"3158508","Santana de Pirapama (MG)","3162"
"3158607","Santana do Deserto (MG)","155"
"3158706","Santana do Garambéu (MG)","868"
"3158805","Santana do Jacaré (MG)","720"
"3158904","Santana do Manhuaçu (MG)","6524"
"3158953","Santana do Paraíso (MG)","284"
"3159001","Santana do Riacho (MG)","649"
"3159100","Santana dos Montes (MG)","823"
"3159209","Santa Rita de Caldas (MG)","4439"
"3159308","Santa Rita de Jacutinga (MG)","184"
"3159357","Santa Rita de Minas (MG)","3163"
"3159407","Santa Rita de Ibitipoca (MG)","1760"
"3159506","Santa Rita do Itueto (MG)","8436"
"3159605","Santa Rita do Sapucaí (MG)","7545"
"3159704","Santa Rosa da Serra (MG)","2942"
"3159803","Santa Vitória (MG)","26424"
"3159902","Santo Antônio do Amparo (MG)","8380"
"3160009","Santo Antônio do Aventureiro (MG)","358"
"3160108","Santo Antônio do Grama (MG)","2325"
"3160207","Santo Antônio do Itambé (MG)","654"
"3160306","Santo Antônio do Jacinto (MG)","1649"
"3160405","Santo Antônio do Monte (MG)","1575"
"3160454","Santo Antônio do Retiro (MG)","1285"
"3160504","Santo Antônio do Rio Abaixo (MG)","277"
"3160603","Santo Hipólito (MG)","2324"
"3160702","Santos Dumont (MG)","941"
"3160801","São Bento Abade (MG)","4263"
"3160900","São Brás do Suaçuí (MG)","1321"
"3160959","São Domingos das Dores (MG)","3111"
"3161007","São Domingos do Prata (MG)","3268"
"3161056","São Félix de Minas (MG)","846"
"3161106","São Francisco (MG)","3968"
"3161205","São Francisco de Paula (MG)","4195"
"3161304","São Francisco de Sales (MG)","12998"
"3161403","São Francisco do Glória (MG)","1742"
"3161502","São Geraldo (MG)","965"
"3161601","São Geraldo da Piedade (MG)","786"
"3161650","São Geraldo do Baixio (MG)","341"
"3161700","São Gonçalo do Abaeté (MG)","10519"
"3161809","São Gonçalo do Pará (MG)","231"
"3161908","São Gonçalo do Rio Abaixo (MG)","591"
"3162005","São Gonçalo do Sapucaí (MG)","12175"
"3162104","São Gotardo (MG)","9480"
"3162203","São João Batista do Glória (MG)","6679"
"3162252","São João da Lagoa (MG)","2803"
"3162302","São João da Mata (MG)","1873"
"3162401","São João da Ponte (MG)","4099"
"3162450","São João das Missões (MG)","1897"
"3162500","São João del Rei (MG)","8920"
"3162559","São João do Manhuaçu (MG)","8225"
"3162575","São João do Manteninha (MG)","980"
"3162609","São João do Oriente (MG)","592"
"3162658","São João do Pacuí (MG)","2554"
"3162708","São João do Paraíso (MG)","4374"
"3162807","São João Evangelista (MG)","2334"
"3162906","São João Nepomuceno (MG)","289"
"3162922","São Joaquim de Bicas (MG)","140"
"3162948","São José da Barra (MG)","4879"
"3162955","São José da Lapa (MG)","20"
"3163003","São José da Safira (MG)","342"
"3163102","São José da Varginha (MG)","853"
"3163201","São José do Alegre (MG)","710"
"3163300","São José do Divino (MG)","502"
"3163409","São José do Goiabal (MG)","304"
"3163508","São José do Jacuri (MG)","1446"
"3163607","São José do Mantimento (MG)","1051"
"3163706","São Lourenço (MG)","79"
"3163805","São Miguel do Anta (MG)","3357"
"3163904","São Pedro da União (MG)","5571"
"3164001","São Pedro dos Ferros (MG)","4175"
"3164100","São Pedro do Suaçuí (MG)","941"
"3164209","São Romão (MG)","3236"
"3164308","São Roque de Minas (MG)","7219"
"3164407","São Sebastião da Bela Vista (MG)","2242"
"3164431","São Sebastião da Vargem Alegre (MG)","1301"
"3164472","São Sebastião do Anta (MG)","2780"
"3164506","São Sebastião do Maranhão (MG)","2480"
"3164605","São Sebastião do Oeste (MG)","1241"
"3164704","São Sebastião do Paraíso (MG)","29375"
"3164803","São Sebastião do Rio Preto (MG)","196"
"3164902","São Sebastião do Rio Verde (MG)","340"
"3165008","São Tiago (MG)","1487"
"3165107","São Tomás de Aquino (MG)","9805"
"3165206","São Thomé das Letras (MG)","5410"
"3165305","São Vicente de Minas (MG)","2591"
"3165404","Sapucaí-Mirim (MG)","511"
"3165503","Sardoá (MG)","905"
"3165537","Sarzedo (MG)","4"
"3165552","Setubinha (MG)","3150"
"3165560","Sem-Peixe (MG)","834"
"3165578","Senador Amaral (MG)","1527"
"3165602","Senador Cortes (MG)","191"
"3165701","Senador Firmino (MG)","2193"
"3165800","Senador José Bento (MG)","1409"
"3165909","Senador Modestino Gonçalves (MG)","1602"
"3166006","Senhora de Oliveira (MG)","978"
"3166105","Senhora do Porto (MG)","350"
"3166204","Senhora dos Remédios (MG)","5730"
"3166303","Sericita (MG)","5810"
"3166402","Seritinga (MG)","421"
"3166501","Serra Azul de Minas (MG)","441"
"3166600","Serra da Saudade (MG)","565"
"3166709","Serra dos Aimorés (MG)","2780"
"3166808","Serra do Salitre (MG)","22422"
"3166907","Serrania (MG)","4619"
"3166956","Serranópolis de Minas (MG)","1234"
"3167004","Serranos (MG)","586"
"3167103","Serro (MG)","2897"
"3167202","Sete Lagoas (MG)","1385"
"3167301","Silveirânia (MG)","157"
"3167400","Silvianópolis (MG)","3586"
"3167509","Simão Pereira (MG)","76"
"3167608","Simonésia (MG)","8208"
"3167707","Sobrália (MG)","146"
"3167806","Soledade de Minas (MG)","901"
"3167905","Tabuleiro (MG)","370"
"3168002","Taiobeiras (MG)","3104"
"3168051","Taparuba (MG)","1289"
"3168101","Tapira (MG)","7652"
"3168200","Tapiraí (MG)","3775"
"3168309","Taquaraçu de Minas (MG)","391"
"3168408","Tarumirim (MG)","2331"
"3168507","Teixeiras (MG)","3214"
"3168606","Teófilo Otoni (MG)","2602"
"3168705","Timóteo (MG)","40"
"3168804","Tiradentes (MG)","543"
"3168903","Tiros (MG)","6271"
"3169000","Tocantins (MG)","765"
"3169059","Tocos do Moji (MG)","647"
"3169109","Toledo (MG)","882"
"3169208","Tombos (MG)","2636"
"3169307","Três Corações (MG)","23997"
"3169356","Três Marias (MG)","3407"
"3169406","Três Pontas (MG)","26084"
"3169505","Tumiritinga (MG)","458"
"3169604","Tupaciguara (MG)","44156"
"3169703","Turmalina (MG)","1374"
"3169802","Turvolândia (MG)","6091"
"3169901","Ubá (MG)","1016"
"3170008","Ubaí (MG)","1974"
"3170057","Ubaporanga (MG)","5103"
"3170107","Uberaba (MG)","183615"
"3170206","Uberlândia (MG)","70145"
"3170305","Umburatiba (MG)","126"
"3170404","Unaí (MG)","203128"
"3170438","União de Minas (MG)","16797"
"3170479","Uruana de Minas (MG)","5550"
"3170503","Urucânia (MG)","4318"
"3170529","Urucuia (MG)","2791"
"3170578","Vargem Alegre (MG)","1307"
"3170602","Vargem Bonita (MG)","1862"
"3170651","Vargem Grande do Rio Pardo (MG)","1728"
"3170701","Varginha (MG)","9347"
"3170750","Varjão de Minas (MG)","12464"
"3170800","Várzea da Palma (MG)","5743"
"3170909","Varzelândia (MG)","2925"
"3171006","Vazante (MG)","3695"
"3171030","Verdelândia (MG)","4158"
"3171071","Veredinha (MG)","555"
"3171105","Veríssimo (MG)","14876"
"3171154","Vermelho Novo (MG)","3246"
"3171204","Vespasiano (MG)","..."
"3171303","Viçosa (MG)","4601"
"3171402","Vieiras (MG)","2375"
"3171501","Mathias Lobato (MG)","212"
"3171600","Virgem da Lapa (MG)","1718"
"3171709","Virgínia (MG)","3233"
"3171808","Virginópolis (MG)","1716"
"3171907","Virgolândia (MG)","879"
"3172004","Visconde do Rio Branco (MG)","1841"
"3172103","Volta Grande (MG)","123"
"3172202","Wenceslau Braz (MG)","248"
"3200102","Afonso Cláudio (ES)","18172"
"3200136","Águia Branca (ES)","8402"
"3200169","Água Doce do Norte (ES)","2737"
"3200201","Alegre (ES)","7473"
"3200300","Alfredo Chaves (ES)","7664"
"3200359","Alto Rio Novo (ES)","2525"
"3200409","Anchieta (ES)","3679"
"3200508","Apiacá (ES)","1973"
"3200607","Aracruz (ES)","8130"
"3200706","Atílio Vivacqua (ES)","3127"
"3200805","Baixo Guandu (ES)","6846"
"3200904","Barra de São Francisco (ES)","8210"
"3201001","Boa Esperança (ES)","13189"
"3201100","Bom Jesus do Norte (ES)","335"
"3201159","Brejetuba (ES)","16150"
"3201209","Cachoeiro de Itapemirim (ES)","7856"
"3201308","Cariacica (ES)","1265"
"3201407","Castelo (ES)","14138"
"3201506","Colatina (ES)","12658"
"3201605","Conceição da Barra (ES)","12584"
"3201704","Conceição do Castelo (ES)","6375"
"3201803","Divino de São Lourenço (ES)","3067"
"3201902","Domingos Martins (ES)","11033"
"3202009","Dores do Rio Preto (ES)","3746"
"3202108","Ecoporanga (ES)","1935"
"3202207","Fundão (ES)","3186"
"3202256","Governador Lindenberg (ES)","7757"
"3202306","Guaçuí (ES)","5315"
"3202405","Guarapari (ES)","5653"
"3202454","Ibatiba (ES)","8565"
"3202504","Ibiraçu (ES)","3338"
"3202553","Ibitirama (ES)","8873"
"3202603","Iconha (ES)","5661"
"3202652","Irupi (ES)","8772"
"3202702","Itaguaçu (ES)","17212"
"3202801","Itapemirim (ES)","8609"
"3202900","Itarana (ES)","5570"
"3203007","Iúna (ES)","16733"
"3203056","Jaguaré (ES)","20924"
"3203106","Jerônimo Monteiro (ES)","2370"
"3203130","João Neiva (ES)","5006"
"3203163","Laranja da Terra (ES)","4847"
"3203205","Linhares (ES)","56069"
"3203304","Mantenópolis (ES)","4618"
"3203320","Marataízes (ES)","4245"
"3203346","Marechal Floriano (ES)","4485"
"3203353","Marilândia (ES)","5008"
"3203403","Mimoso do Sul (ES)","12233"
"3203502","Montanha (ES)","15852"
"3203601","Mucurici (ES)","3176"
"3203700","Muniz Freire (ES)","11795"
"3203809","Muqui (ES)","5183"
"3203908","Nova Venécia (ES)","22486"
"3204005","Pancas (ES)","9320"
"3204054","Pedro Canário (ES)","8497"
"3204104","Pinheiros (ES)","25061"
"3204203","Piúma (ES)","410"
"3204252","Ponto Belo (ES)","934"
"3204302","Presidente Kennedy (ES)","5399"
"3204351","Rio Bananal (ES)","15080"
"3204401","Rio Novo do Sul (ES)","3759"
"3204500","Santa Leopoldina (ES)","5500"
"3204559","Santa Maria de Jetibá (ES)","9890"
"3204609","Santa Teresa (ES)","10719"
"3204658","São Domingos do Norte (ES)","6050"
"3204708","São Gabriel da Palha (ES)","9259"
"3204807","São José do Calçado (ES)","2486"
"3204906","São Mateus (ES)","29453"
"3204955","São Roque do Canaã (ES)","5055"
"3205002","Serra (ES)","1855"
"3205010","Sooretama (ES)","18933"
"3205036","Vargem Alta (ES)","16435"
"3205069","Venda Nova do Imigrante (ES)","5263"
"3205101","Viana (ES)","2660"
"3205150","Vila Pavão (ES)","10204"
"3205176","Vila Valério (ES)","23107"
"3205200","Vila Velha (ES)","559"
"3205309","Vitória (ES)","..."
"3300100","Angra dos Reis (RJ)","1433"
"3300159","Aperibé (RJ)","164"
"3300209","Araruama (RJ)","3474"
"3300225","Areal (RJ)","63"
"3300233","Armação dos Búzios (RJ)","70"
"3300308","Barra do Piraí (RJ)","389"
"3300407","Barra Mansa (RJ)","365"
"3300456","Belford Roxo (RJ)","85"
"3300506","Bom Jardim (RJ)","2222"
"3300605","Bom Jesus do Itabapoana (RJ)","2383"
"3300704","Cabo Frio (RJ)","4284"
"3300803","Cachoeiras de Macacu (RJ)","1694"
"3300902","Cambuci (RJ)","1534"
"3300936","Carapebus (RJ)","599"
"3300951","Comendador Levy Gasparian (RJ)","37"
"3301009","Campos dos Goytacazes (RJ)","75593"
"3301108","Cantagalo (RJ)","775"
"3301157","Cardoso Moreira (RJ)","4488"
"3301207","Carmo (RJ)","381"
"3301306","Casimiro de Abreu (RJ)","614"
"3301405","Conceição de Macabu (RJ)","273"
"3301504","Cordeiro (RJ)","268"
"3301603","Duas Barras (RJ)","2295"
"3301702","Duque de Caxias (RJ)","385"
"3301801","Engenheiro Paulo de Frontin (RJ)","110"
"3301850","Guapimirim (RJ)","447"
"3301876","Iguaba Grande (RJ)","35"
"3301900","Itaboraí (RJ)","615"
"3302007","Itaguaí (RJ)","3738"
"3302056","Italva (RJ)","1139"
"3302106","Itaocara (RJ)","2561"
"3302205","Itaperuna (RJ)","1971"
"3302254","Itatiaia (RJ)","52"
"3302270","Japeri (RJ)","635"
"3302304","Laje do Muriaé (RJ)","251"
"3302403","Macaé (RJ)","2892"
"3302452","Macuco (RJ)","125"
"3302502","Magé (RJ)","1044"
"3302601","Mangaratiba (RJ)","4892"
"3302700","Maricá (RJ)","235"
"3302809","Mendes (RJ)","20"
"3302858","Mesquita (RJ)","67"
"3302908","Miguel Pereira (RJ)","114"
"3303005","Miracema (RJ)","722"
"3303104","Natividade (RJ)","959"
"3303302","Niterói (RJ)","..."
"3303401","Nova Friburgo (RJ)","543"
"3303500","Nova Iguaçu (RJ)","1071"
"3303609","Paracambi (RJ)","1323"
"3303708","Paraíba do Sul (RJ)","264"
"3303807","Paraty (RJ)","2400"
"3303856","Paty do Alferes (RJ)","515"
"3303906","Petrópolis (RJ)","78"
"3303955","Pinheiral (RJ)","39"
"3304003","Piraí (RJ)","309"
"3304102","Porciúncula (RJ)","3470"
"3304110","Porto Real (RJ)","96"
"3304128","Quatis (RJ)","262"
"3304144","Queimados (RJ)","351"
"3304151","Quissamã (RJ)","14324"
"3304201","Resende (RJ)","296"
"3304300","Rio Bonito (RJ)","2655"
"3304409","Rio Claro (RJ)","839"
"3304508","Rio das Flores (RJ)","140"
"3304524","Rio das Ostras (RJ)","305"
"3304557","Rio de Janeiro (RJ)","2380"
"3304607","Santa Maria Madalena (RJ)","1269"
"3304706","Santo Antônio de Pádua (RJ)","704"
"3304755","São Francisco de Itabapoana (RJ)","30782"
"3304805","São Fidélis (RJ)","2161"
"3304904","São Gonçalo (RJ)","143"
"3305000","São João da Barra (RJ)","3664"
"3305133","São José de Ubá (RJ)","950"
"3305158","São José do Vale do Rio Preto (RJ)","1150"
"3305208","São Pedro da Aldeia (RJ)","141"
"3305307","São Sebastião do Alto (RJ)","1100"
"3305406","Sapucaia (RJ)","353"
"3305505","Saquarema (RJ)","1864"
"3305554","Seropédica (RJ)","1500"
"3305604","Silva Jardim (RJ)","2422"
"3305703","Sumidouro (RJ)","837"
"3305752","Tanguá (RJ)","1083"
"3305802","Teresópolis (RJ)","705"
"3305901","Trajano de Moraes (RJ)","1793"
"3306008","Três Rios (RJ)","121"
"3306107","Valença (RJ)","384"
"3306156","Varre-Sai (RJ)","6877"
"3306206","Vassouras (RJ)","168"
"3306305","Volta Redonda (RJ)","135"
"3500105","Adamantina (SP)","15877"
"3500204","Adolfo (SP)","9072"
"3500303","Aguaí (SP)","30525"
"3500402","Águas da Prata (SP)","1860"
"3500501","Águas de Lindóia (SP)","656"
"3500550","Águas de Santa Bárbara (SP)","14100"
"3500600","Águas de São Pedro (SP)","1"
"3500709","Agudos (SP)","13422"
"3500758","Alambari (SP)","4113"
"3500808","Alfredo Marcondes (SP)","624"
"3500907","Altair (SP)","20860"
"3501004","Altinópolis (SP)","38039"
"3501103","Alto Alegre (SP)","16133"
"3501152","Alumínio (SP)","303"
"3501202","Álvares Florence (SP)","2785"
"3501301","Álvares Machado (SP)","1418"
"3501400","Álvaro de Carvalho (SP)","1463"
"3501509","Alvinlândia (SP)","2004"
"3501608","Americana (SP)","3450"
"3501707","Américo Brasiliense (SP)","9530"
"3501806","Américo de Campos (SP)","8595"
"3501905","Amparo (SP)","7123"
"3502002","Analândia (SP)","6923"
"3502101","Andradina (SP)","34817"
"3502200","Angatuba (SP)","15402"
"3502309","Anhembi (SP)","12410"
"3502408","Anhumas (SP)","6162"
"3502507","Aparecida (SP)","334"
"3502606","Aparecida d'Oeste (SP)","3033"
"3502705","Apiaí (SP)","7552"
"3502754","Araçariguama (SP)","246"
"3502804","Araçatuba (SP)","41369"
"3502903","Araçoiaba da Serra (SP)","1442"
"3503000","Aramina (SP)","14194"
"3503109","Arandu (SP)","9370"
"3503158","Arapeí (SP)","143"
"3503208","Araraquara (SP)","40545"
"3503307","Araras (SP)","33037"
"3503356","Arco-Íris (SP)","5515"
"3503406","Arealva (SP)","22803"
"3503505","Areias (SP)","140"
"3503604","Areiópolis (SP)","6851"
"3503703","Ariranha (SP)","10080"
"3503802","Artur Nogueira (SP)","9086"
"3503901","Arujá (SP)","12"
"3503950","Aspásia (SP)","657"
"3504008","Assis (SP)","23657"
"3504107","Atibaia (SP)","2243"
"3504206","Auriflama (SP)","3200"
"3504305","Avaí (SP)","6291"
"3504404","Avanhandava (SP)","25653"
"3504503","Avaré (SP)","24077"
"3504602","Bady Bassitt (SP)","3646"
"3504701","Balbinos (SP)","661"
"3504800","Bálsamo (SP)","11934"
"3504909","Bananal (SP)","371"
"3505005","Barão de Antonina (SP)","1548"
"3505104","Barbosa (SP)","9944"
"3505203","Bariri (SP)","29222"
"3505302","Barra Bonita (SP)","9723"
"3505351","Barra do Chapéu (SP)","686"
"3505401","Barra do Turvo (SP)","629"
"3505500","Barretos (SP)","95661"
"3505609","Barrinha (SP)","11100"
"3505708","Barueri (SP)","..."
"3505807","Bastos (SP)","3003"
"3505906","Batatais (SP)","57010"
"3506003","Bauru (SP)","2838"
"3506102","Bebedouro (SP)","48486"
"3506201","Bento de Abreu (SP)","18028"
"3506300","Bernardino de Campos (SP)","10877"
"3506359","Bertioga (SP)","..."
"3506409","Bilac (SP)","5027"
"3506508","Birigui (SP)","27424"
"3506607","Biritiba Mirim (SP)","415"
"3506706","Boa Esperança do Sul (SP)","6555"
"3506805","Bocaina (SP)","15817"
"3506904","Bofete (SP)","1634"
"3507001","Boituva (SP)","9445"
"3507100","Bom Jesus dos Perdões (SP)","187"
"3507159","Bom Sucesso de Itararé (SP)","322"
"3507209","Borá (SP)","4707"
"3507308","Boracéia (SP)","7195"
"3507407","Borborema (SP)","31783"
"3507456","Borebi (SP)","7041"
"3507506","Botucatu (SP)","24186"
"3507605","Bragança Paulista (SP)","7230"
"3507704","Braúna (SP)","7405"
