"Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias"
"Variável - Área colhida (Hectares)"
"Cód.","Município","Ano x Produto das lavouras temporárias"
"Cód.","Município","2010"
"Cód.","Município","Algodão herbáceo (em caroço)","Cana-de-açúcar","Milho (em grão)","Soja (em grão)"
"3143401","Monte Sião (MG)","-","530","500","-"
"3143450","Montezuma (MG)","-","660","150","-"
"3143500","Morada Nova de Minas (MG)","-","37","1800","450"
"3143609","Morro da Garça (MG)","-","80","300","-"
"3143708","Morro do Pilar (MG)","-","90","250","-"
"3143807","Munhoz (MG)","-","-","400","-"
"3143906","Muriaé (MG)","-","110","580","-"
"3144003","Mutum (MG)","-","80","3200","-"
"3144102","Muzambinho (MG)","-","30","7050","-"
"3144201","Nacip Raydan (MG)","-","10","100","-"
"3144300","Nanuque (MG)","-","3800","72","-"
"3144359","Naque (MG)","-","10","180","-"
"3144375","Natalândia (MG)","-","7","700","-"
"3144409","Natércia (MG)","-","10","700","-"
"3144508","Nazareno (MG)","-","-","2570","100"
"3144607","Nepomuceno (MG)","-","35","2000","-"
"3144656","Ninheira (MG)","-","80","30","-"
"3144672","Nova Belém (MG)","-","20","80","-"
"3144706","Nova Era (MG)","-","40","120","-"
"3144805","Nova Lima (MG)","...","...","...","..."
"3144904","Nova Módica (MG)","-","25","75","-"
"3145000","Nova Ponte (MG)","-","1500","14210","21000"
"3145059","Nova Porteirinha (MG)","20","127","80","-"
"3145109","Nova Resende (MG)","-","10","5000","-"
"3145208","Nova Serrana (MG)","-","-","30","-"
"3145307","Novo Cruzeiro (MG)","-","700","1100","-"
"3145356","Novo Oriente de Minas (MG)","-","160","10","-"
"3145372","Novorizonte (MG)","-","110","150","-"
"3145406","Olaria (MG)","-","2","150","-"
"3145455","Olhos-d'Água (MG)","-","150","200","-"
"3145505","Olímpio Noronha (MG)","-","-","150","-"
"3145604","Oliveira (MG)","-","30","2800","-"
"3145703","Oliveira Fortes (MG)","-","-","100","-"
"3145802","Onça de Pitangui (MG)","-","30","500","-"
"3145851","Oratórios (MG)","-","1800","50","-"
"3145877","Orizânia (MG)","-","-","420","-"
"3145901","Ouro Branco (MG)","-","5","600","-"
"3146008","Ouro Fino (MG)","-","300","1700","-"
"3146107","Ouro Preto (MG)","-","150","1250","-"
"3146206","Ouro Verde de Minas (MG)","-","200","280","-"
"3146255","Padre Carvalho (MG)","-","30","280","-"
"3146305","Padre Paraíso (MG)","-","230","115","-"
"3146404","Paineiras (MG)","-","85","1100","-"
"3146503","Pains (MG)","-","-","4000","-"
"3146552","Pai Pedro (MG)","250","20","1200","-"
"3146602","Paiva (MG)","-","40","100","-"
"3146701","Palma (MG)","-","5","70","-"
"3146750","Palmópolis (MG)","-","60","410","-"
"3146909","Papagaios (MG)","-","50","800","50"
"3147006","Paracatu (MG)","4","1450","23000","48000"
"3147105","Pará de Minas (MG)","-","90","960","-"
"3147204","Paraguaçu (MG)","-","45","4000","200"
"3147303","Paraisópolis (MG)","-","190","300","-"
"3147402","Paraopeba (MG)","-","80","800","-"
"3147501","Passabém (MG)","-","80","90","-"
"3147600","Passa Quatro (MG)","-","12","200","-"
"3147709","Passa Tempo (MG)","-","100","1700","-"
"3147808","Passa Vinte (MG)","-","30","10","-"
"3147907","Passos (MG)","-","15100","5000","-"
"3147956","Patis (MG)","-","150","1250","-"
"3148004","Patos de Minas (MG)","-","911","15000","5500"
"3148103","Patrocínio (MG)","700","140","13000","10000"
"3148202","Patrocínio do Muriaé (MG)","-","170","100","-"
"3148301","Paula Cândido (MG)","-","110","1106","-"
"3148400","Paulistas (MG)","-","250","700","-"
"3148509","Pavão (MG)","-","240","100","-"
"3148608","Peçanha (MG)","-","550","2400","-"
"3148707","Pedra Azul (MG)","-","550","320","-"
"3148756","Pedra Bonita (MG)","-","28","750","-"
"3148806","Pedra do Anta (MG)","-","74","250","-"
"3148905","Pedra do Indaiá (MG)","-","20","100","-"
"3149002","Pedra Dourada (MG)","-","40","255","-"
"3149101","Pedralva (MG)","-","30","850","-"
"3149150","Pedras de Maria da Cruz (MG)","-","120","800","-"
"3149200","Pedrinópolis (MG)","-","360","3300","8000"
"3149309","Pedro Leopoldo (MG)","-","10","300","-"
"3149408","Pedro Teixeira (MG)","-","35","400","-"
"3149507","Pequeri (MG)","-","25","45","-"
"3149606","Pequi (MG)","-","50","250","-"
"3149705","Perdigão (MG)","-","400","300","-"
"3149804","Perdizes (MG)","-","12200","19000","24500"
"3149903","Perdões (MG)","-","150","1200","-"
"3149952","Periquito (MG)","-","35","60","-"
"3150000","Pescador (MG)","-","30","75","-"
"3150109","Piau (MG)","-","-","120","-"
"3150158","Piedade de Caratinga (MG)","-","18","180","-"
"3150208","Piedade de Ponte Nova (MG)","-","2109","92","-"
"3150307","Piedade do Rio Grande (MG)","-","50","1300","70"
"3150406","Piedade dos Gerais (MG)","-","50","500","-"
"3150505","Pimenta (MG)","-","70","4100","-"
"3150539","Pingo d'Água (MG)","-","-","250","-"
"3150570","Pintópolis (MG)","-","70","1380","-"
"3150604","Piracema (MG)","-","250","3320","-"
"3150703","Pirajuba (MG)","-","14000","2000","6000"
"3150802","Piranga (MG)","-","150","3000","-"
"3150901","Piranguçu (MG)","-","80","250","-"
"3151008","Piranguinho (MG)","-","20","100","-"
"3151107","Pirapetinga (MG)","-","39","80","-"
"3151206","Pirapora (MG)","-","90","400","-"
"3151305","Piraúba (MG)","-","20","300","-"
"3151404","Pitangui (MG)","-","270","1600","-"
"3151503","Piumhi (MG)","-","70","7400","80"
"3151602","Planura (MG)","-","7500","3300","5500"
"3151701","Poço Fundo (MG)","-","100","650","-"
"3151800","Poços de Caldas (MG)","-","-","1600","-"
"3151909","Pocrane (MG)","-","29","500","-"
"3152006","Pompéu (MG)","-","12435","2500","-"
"3152105","Ponte Nova (MG)","-","1500","300","-"
"3152131","Ponto Chique (MG)","-","250","630","-"
"3152170","Ponto dos Volantes (MG)","-","40","40","-"
"3152204","Porteirinha (MG)","8","15","4510","-"
"3152303","Porto Firme (MG)","-","235","1450","-"
"3152402","Poté (MG)","-","489","120","-"
"3152501","Pouso Alegre (MG)","-","7","2320","-"
"3152600","Pouso Alto (MG)","-","-","250","-"
"3152709","Prados (MG)","-","-","2000","-"
"3152808","Prata (MG)","-","9000","2000","14500"
"3152907","Pratápolis (MG)","-","1000","2800","-"
"3153004","Pratinha (MG)","-","-","1500","800"
"3153103","Presidente Bernardes (MG)","-","150","300","-"
"3153202","Presidente Juscelino (MG)","-","80","1500","-"
"3153301","Presidente Kubitschek (MG)","-","15","180","-"
"3153400","Presidente Olegário (MG)","2443","3150","12000","14000"
"3153509","Alto Jequitibá (MG)","-","-","600","-"
"3153608","Prudente de Morais (MG)","-","40","36","-"
"3153707","Quartel Geral (MG)","-","38","850","-"
"3153806","Queluzito (MG)","-","3","660","-"
"3153905","Raposos (MG)","...","...","...","..."
"3154002","Raul Soares (MG)","-","535","800","-"
"3154101","Recreio (MG)","-","35","30","-"
"3154150","Reduto (MG)","-","-","160","-"
"3154200","Resende Costa (MG)","-","15","1200","-"
"3154309","Resplendor (MG)","-","28","3200","-"
"3154408","Ressaquinha (MG)","-","-","750","-"
"3154457","Riachinho (MG)","-","37","2000","2000"
"3154507","Riacho dos Machados (MG)","5","30","2600","-"
"3154606","Ribeirão das Neves (MG)","-","15","20","-"
"3154705","Ribeirão Vermelho (MG)","-","5","400","-"
"3154804","Rio Acima (MG)","...","...","...","..."
"3154903","Rio Casca (MG)","-","768","1780","310"
"3155009","Rio Doce (MG)","-","40","5","-"
"3155108","Rio do Prado (MG)","-","60","120","-"
"3155207","Rio Espera (MG)","-","500","650","-"
"3155306","Rio Manso (MG)","-","35","120","-"
"3155405","Rio Novo (MG)","-","100","50","-"
"3155504","Rio Paranaíba (MG)","-","50","11520","9000"
"3155603","Rio Pardo de Minas (MG)","-","2950","600","-"
"3155702","Rio Piracicaba (MG)","-","80","420","-"
"3155801","Rio Pomba (MG)","-","55","1800","-"
"3155900","Rio Preto (MG)","-","170","100","-"
"3156007","Rio Vermelho (MG)","-","200","800","-"
"3156106","Ritápolis (MG)","-","140","400","-"
"3156205","Rochedo de Minas (MG)","-","-","16","-"
"3156304","Rodeiro (MG)","-","10","40","-"
"3156403","Romaria (MG)","-","-","6000","10000"
"3156452","Rosário da Limeira (MG)","-","30","200","-"
"3156502","Rubelita (MG)","-","100","400","-"
"3156601","Rubim (MG)","-","60","390","-"
"3156700","Sabará (MG)","-","10","30","-"
"3156809","Sabinópolis (MG)","-","200","400","-"
"3156908","Sacramento (MG)","-","6000","17350","28000"
"3157005","Salinas (MG)","-","700","594","-"
"3157104","Salto da Divisa (MG)","-","-","40","-"
"3157203","Santa Bárbara (MG)","-","158","100","-"
"3157252","Santa Bárbara do Leste (MG)","-","5","175","-"
"3157278","Santa Bárbara do Monte Verde (MG)","-","30","70","-"
"3157302","Santa Bárbara do Tugúrio (MG)","-","20","900","-"
"3157336","Santa Cruz de Minas (MG)","...","...","...","..."
"3157377","Santa Cruz de Salinas (MG)","-","40","15","-"
"3157401","Santa Cruz do Escalvado (MG)","-","1500","320","-"
"3157500","Santa Efigênia de Minas (MG)","-","60","300","-"
"3157609","Santa Fé de Minas (MG)","-","-","400","-"
"3157658","Santa Helena de Minas (MG)","-","-","-","-"
"3157708","Santa Juliana (MG)","-","10700","6500","10900"
"3157807","Santa Luzia (MG)","-","60","500","-"
"3157906","Santa Margarida (MG)","-","25","1600","-"
"3158003","Santa Maria de Itabira (MG)","-","90","264","-"
"3158102","Santa Maria do Salto (MG)","-","50","190","-"
"3158201","Santa Maria do Suaçuí (MG)","-","540","1300","-"
"3158300","Santana da Vargem (MG)","-","-","600","280"
"3158409","Santana de Cataguases (MG)","-","10","100","-"
"3158508","Santana de Pirapama (MG)","-","951","1825","-"
"3158607","Santana do Deserto (MG)","-","65","22","-"
"3158706","Santana do Garambéu (MG)","-","20","450","-"
"3158805","Santana do Jacaré (MG)","-","6","65","-"
"3158904","Santana do Manhuaçu (MG)","-","40","1200","-"
"3158953","Santana do Paraíso (MG)","-","15","50","-"
"3159001","Santana do Riacho (MG)","-","120","310","-"
"3159100","Santana dos Montes (MG)","-","70","600","-"
"3159209","Santa Rita de Caldas (MG)","-","30","2200","-"
"3159308","Santa Rita de Jacutinga (MG)","-","50","60","-"
"3159357","Santa Rita de Minas (MG)","-","2","130","-"
"3159407","Santa Rita de Ibitipoca (MG)","-","15","1300","-"
"3159506","Santa Rita do Itueto (MG)","-","17","740","-"
"3159605","Santa Rita do Sapucaí (MG)","-","100","200","-"
"3159704","Santa Rosa da Serra (MG)","-","45","1480","-"
"3159803","Santa Vitória (MG)","-","25867","500","-"
"3159902","Santo Antônio do Amparo (MG)","-","30","800","-"
"3160009","Santo Antônio do Aventureiro (MG)","-","44","150","-"
"3160108","Santo Antônio do Grama (MG)","-","1360","350","-"
"3160207","Santo Antônio do Itambé (MG)","-","120","300","-"
"3160306","Santo Antônio do Jacinto (MG)","-","80","320","-"
"3160405","Santo Antônio do Monte (MG)","-","300","550","-"
"3160454","Santo Antônio do Retiro (MG)","-","250","300","-"
"3160504","Santo Antônio do Rio Abaixo (MG)","-","50","100","-"
"3160603","Santo Hipólito (MG)","-","1000","550","300"
"3160702","Santos Dumont (MG)","-","12","450","-"
"3160801","São Bento Abade (MG)","-","-","2000","-"
"3160900","São Brás do Suaçuí (MG)","-","5","800","-"
"3160959","São Domingos das Dores (MG)","-","-","130","-"
"3161007","São Domingos do Prata (MG)","-","300","1800","-"
"3161056","São Félix de Minas (MG)","-","85","321","-"
"3161106","São Francisco (MG)","-","550","1950","-"
"3161205","São Francisco de Paula (MG)","-","10","800","-"
"3161304","São Francisco de Sales (MG)","-","12000","200","282"
"3161403","São Francisco do Glória (MG)","-","-","115","-"
"3161502","São Geraldo (MG)","-","240","120","-"
"3161601","São Geraldo da Piedade (MG)","-","60","80","-"
"3161650","São Geraldo do Baixio (MG)","-","15","97","-"
"3161700","São Gonçalo do Abaeté (MG)","1270","-","3500","3200"
"3161809","São Gonçalo do Pará (MG)","-","60","100","-"
"3161908","São Gonçalo do Rio Abaixo (MG)","-","120","300","-"
"3162005","São Gonçalo do Sapucaí (MG)","-","25","3000","750"
"3162104","São Gotardo (MG)","-","260","4115","1500"
"3162203","São João Batista do Glória (MG)","-","1460","4000","30"
"3162252","São João da Lagoa (MG)","-","430","1300","-"
"3162302","São João da Mata (MG)","-","20","500","-"
"3162401","São João da Ponte (MG)","-","800","2180","-"
"3162450","São João das Missões (MG)","-","60","800","-"
"3162500","São João del Rei (MG)","-","210","5500","500"
"3162559","São João do Manhuaçu (MG)","-","12","450","-"
"3162575","São João do Manteninha (MG)","-","10","100","-"
"3162609","São João do Oriente (MG)","-","130","90","-"
"3162658","São João do Pacuí (MG)","50","60","1400","-"
"3162708","São João do Paraíso (MG)","-","800","400","-"
"3162807","São João Evangelista (MG)","-","420","1460","-"
"3162906","São João Nepomuceno (MG)","-","100","20","-"
"3162922","São Joaquim de Bicas (MG)","-","20","50","-"
"3162948","São José da Barra (MG)","-","800","1800","-"
"3162955","São José da Lapa (MG)","-","-","20","-"
"3163003","São José da Safira (MG)","-","30","200","-"
"3163102","São José da Varginha (MG)","-","85","450","-"
"3163201","São José do Alegre (MG)","-","70","200","-"
"3163300","São José do Divino (MG)","-","100","172","-"
"3163409","São José do Goiabal (MG)","-","80","130","-"
"3163508","São José do Jacuri (MG)","-","290","900","-"
"3163607","São José do Mantimento (MG)","-","30","90","-"
"3163706","São Lourenço (MG)","-","-","15","-"
"3163805","São Miguel do Anta (MG)","-","50","1300","-"
"3163904","São Pedro da União (MG)","-","42","1400","345"
"3164001","São Pedro dos Ferros (MG)","-","3190","450","-"
"3164100","São Pedro do Suaçuí (MG)","-","240","602","-"
"3164209","São Romão (MG)","-","30","1500","580"
"3164308","São Roque de Minas (MG)","-","45","3200","-"
"3164407","São Sebastião da Bela Vista (MG)","-","70","450","-"
"3164431","São Sebastião da Vargem Alegre (MG)","-","-","120","-"
"3164472","São Sebastião do Anta (MG)","-","28","400","-"
"3164506","São Sebastião do Maranhão (MG)","-","590","1480","-"
"3164605","São Sebastião do Oeste (MG)","-","200","800","-"
"3164704","São Sebastião do Paraíso (MG)","-","10000","6000","-"
"3164803","São Sebastião do Rio Preto (MG)","-","50","75","-"
"3164902","São Sebastião do Rio Verde (MG)","-","-","160","-"
"3165008","São Tiago (MG)","-","20","572","-"
"3165107","São Tomás de Aquino (MG)","-","1100","2500","-"
"3165206","São Thomé das Letras (MG)","-","-","3700","-"
"3165305","São Vicente de Minas (MG)","-","23","2200","-"
"3165404","Sapucaí-Mirim (MG)","-","-","220","-"
"3165503","Sardoá (MG)","-","100","600","-"
"3165537","Sarzedo (MG)","-","-","-","-"
"3165552","Setubinha (MG)","-","300","300","-"
"3165560","Sem-Peixe (MG)","-","400","180","-"
"3165578","Senador Amaral (MG)","-","-","800","-"
"3165602","Senador Cortes (MG)","-","30","15","-"
"3165701","Senador Firmino (MG)","-","137","900","-"
"3165800","Senador José Bento (MG)","-","60","150","-"
"3165909","Senador Modestino Gonçalves (MG)","-","200","700","-"
"3166006","Senhora de Oliveira (MG)","-","170","300","-"
"3166105","Senhora do Porto (MG)","-","50","200","-"
"3166204","Senhora dos Remédios (MG)","-","890","3000","-"
"3166303","Sericita (MG)","-","9","450","-"
"3166402","Seritinga (MG)","-","80","300","-"
"3166501","Serra Azul de Minas (MG)","-","12","210","-"
"3166600","Serra da Saudade (MG)","-","-","550","-"
"3166709","Serra dos Aimorés (MG)","-","2690","10","-"
"3166808","Serra do Salitre (MG)","-","35","4000","3200"
"3166907","Serrania (MG)","-","600","1200","-"
"3166956","Serranópolis de Minas (MG)","10","17","180","-"
"3167004","Serranos (MG)","-","65","450","-"
"3167103","Serro (MG)","-","280","1600","-"
"3167202","Sete Lagoas (MG)","-","380","479","30"
"3167301","Silveirânia (MG)","-","30","60","-"
"3167400","Silvianópolis (MG)","-","90","990","-"
"3167509","Simão Pereira (MG)","-","5","30","-"
"3167608","Simonésia (MG)","-","50","2000","-"
"3167707","Sobrália (MG)","-","30","38","-"
"3167806","Soledade de Minas (MG)","-","30","400","-"
"3167905","Tabuleiro (MG)","-","30","250","-"
"3168002","Taiobeiras (MG)","-","260","720","-"
"3168051","Taparuba (MG)","-","206","600","-"
"3168101","Tapira (MG)","-","-","3500","1200"
"3168200","Tapiraí (MG)","-","15","950","60"
"3168309","Taquaraçu de Minas (MG)","-","50","60","-"
"3168408","Tarumirim (MG)","-","514","1200","-"
"3168507","Teixeiras (MG)","-","72","1100","-"
"3168606","Teófilo Otoni (MG)","-","440","300","-"
"3168705","Timóteo (MG)","-","-","10","-"
"3168804","Tiradentes (MG)","-","28","350","-"
"3168903","Tiros (MG)","-","61","1830","800"
"3169000","Tocantins (MG)","-","50","150","-"
"3169059","Tocos do Moji (MG)","-","-","250","-"
"3169109","Toledo (MG)","-","-","450","-"
"3169208","Tombos (MG)","-","400","515","-"
"3169307","Três Corações (MG)","-","10","9500","1200"
"3169356","Três Marias (MG)","-","400","1670","500"
"3169406","Três Pontas (MG)","-","10","3500","620"
"3169505","Tumiritinga (MG)","-","30","350","-"
"3169604","Tupaciguara (MG)","1445","4443","5000","30000"
"3169703","Turmalina (MG)","-","180","450","-"
"3169802","Turvolândia (MG)","-","75","1800","-"
"3169901","Ubá (MG)","-","350","300","-"
"3170008","Ubaí (MG)","-","320","950","-"
"3170057","Ubaporanga (MG)","-","37","500","-"
"3170107","Uberaba (MG)","-","46000","47850","80000"
"3170206","Uberlândia (MG)","70","900","15800","47000"
"3170305","Umburatiba (MG)","-","50","-","-"
"3170404","Unaí (MG)","2709","170","29000","107000"
"3170438","União de Minas (MG)","-","16000","80","83"
"3170479","Uruana de Minas (MG)","-","2","1160","3400"
"3170503","Urucânia (MG)","-","4000","150","-"
"3170529","Urucuia (MG)","-","60","700","-"
"3170578","Vargem Alegre (MG)","-","50","300","-"
"3170602","Vargem Bonita (MG)","-","12","600","-"
"3170651","Vargem Grande do Rio Pardo (MG)","-","120","120","-"
"3170701","Varginha (MG)","-","70","1000","-"
"3170750","Varjão de Minas (MG)","309","1050","4000","4000"
"3170800","Várzea da Palma (MG)","-","100","1600","-"
"3170909","Varzelândia (MG)","-","650","800","-"
"3171006","Vazante (MG)","-","20","1200","2000"
"3171030","Verdelândia (MG)","-","-","2025","-"
"3171071","Veredinha (MG)","-","140","200","-"
"3171105","Veríssimo (MG)","-","8000","800","5700"
"3171154","Vermelho Novo (MG)","-","44","380","-"
"3171204","Vespasiano (MG)","...","...","...","..."
"3171303","Viçosa (MG)","-","30","1800","-"
"3171402","Vieiras (MG)","-","30","65","-"
"3171501","Mathias Lobato (MG)","-","8","150","-"
"3171600","Virgem da Lapa (MG)","-","300","600","-"
"3171709","Virgínia (MG)","-","-","1200","-"
"3171808","Virginópolis (MG)","-","275","1200","-"
"3171907","Virgolândia (MG)","-","225","480","-"
"3172004","Visconde do Rio Branco (MG)","-","950","500","-"
"3172103","Volta Grande (MG)","-","45","30","-"
"3172202","Wenceslau Braz (MG)","-","-","100","-"
"3200102","Afonso Cláudio (ES)","-","250","3000","-"
"3200136","Águia Branca (ES)","-","20","400","-"
"3200169","Água Doce do Norte (ES)","-","50","50","-"
"3200201","Alegre (ES)","-","170","1000","-"
"3200300","Alfredo Chaves (ES)","-","60","200","-"
"3200359","Alto Rio Novo (ES)","-","-","50","-"
"3200409","Anchieta (ES)","-","-","20","-"
"3200508","Apiacá (ES)","-","5","-","-"
"3200607","Aracruz (ES)","-","2000","100","-"
"3200706","Atílio Vivacqua (ES)","-","30","150","-"
"3200805","Baixo Guandu (ES)","-","60","500","-"
"3200904","Barra de São Francisco (ES)","-","40","400","-"
"3201001","Boa Esperança (ES)","-","3150","280","-"
"3201100","Bom Jesus do Norte (ES)","-","-","-","-"
"3201159","Brejetuba (ES)","-","-","150","-"
"3201209","Cachoeiro de Itapemirim (ES)","-","400","550","-"
"3201308","Cariacica (ES)","-","50","12","-"
"3201407","Castelo (ES)","-","50","1985","-"
"3201506","Colatina (ES)","-","120","800","-"
"3201605","Conceição da Barra (ES)","-","10000","40","-"
"3201704","Conceição do Castelo (ES)","-","-","1000","-"
"3201803","Divino de São Lourenço (ES)","-","15","-","-"
"3201902","Domingos Martins (ES)","-","82","900","-"
"3202009","Dores do Rio Preto (ES)","-","26","-","-"
"3202108","Ecoporanga (ES)","-","240","40","-"
"3202207","Fundão (ES)","-","80","90","-"
"3202256","Governador Lindenberg (ES)","-","10","60","-"
"3202306","Guaçuí (ES)","-","5","-","-"
"3202405","Guarapari (ES)","-","100","100","-"
"3202454","Ibatiba (ES)","-","-","-","-"
"3202504","Ibiraçu (ES)","-","300","120","-"
"3202553","Ibitirama (ES)","-","10","500","-"
"3202603","Iconha (ES)","-","15","-","-"
"3202652","Irupi (ES)","-","5","-","-"
"3202702","Itaguaçu (ES)","-","250","2000","-"
"3202801","Itapemirim (ES)","-","7000","50","-"
"3202900","Itarana (ES)","-","40","200","-"
"3203007","Iúna (ES)","-","-","-","-"
"3203056","Jaguaré (ES)","-","5","120","-"
"3203106","Jerônimo Monteiro (ES)","-","-","-","-"
"3203130","João Neiva (ES)","-","225","80","-"
"3203163","Laranja da Terra (ES)","-","15","650","-"
"3203205","Linhares (ES)","-","15000","1400","-"
"3203304","Mantenópolis (ES)","-","-","60","-"
"3203320","Marataízes (ES)","-","2500","-","-"
"3203346","Marechal Floriano (ES)","-","-","150","-"
"3203353","Marilândia (ES)","-","30","120","-"
"3203403","Mimoso do Sul (ES)","-","-","850","-"
"3203502","Montanha (ES)","-","8000","190","-"
"3203601","Mucurici (ES)","-","3000","-","-"
"3203700","Muniz Freire (ES)","-","-","-","-"
"3203809","Muqui (ES)","-","-","800","-"
"3203908","Nova Venécia (ES)","-","850","500","-"
"3204005","Pancas (ES)","-","-","250","-"
"3204054","Pedro Canário (ES)","-","7200","100","-"
"3204104","Pinheiros (ES)","-","9000","200","-"
"3204203","Piúma (ES)","-","-","-","-"
"3204252","Ponto Belo (ES)","-","-","-","-"
"3204302","Presidente Kennedy (ES)","-","2000","250","-"
"3204351","Rio Bananal (ES)","-","85","350","-"
"3204401","Rio Novo do Sul (ES)","-","50","100","-"
"3204500","Santa Leopoldina (ES)","-","4","70","-"
"3204559","Santa Maria de Jetibá (ES)","-","-","3500","-"
"3204609","Santa Teresa (ES)","-","500","900","-"
"3204658","São Domingos do Norte (ES)","-","30","150","-"
"3204708","São Gabriel da Palha (ES)","-","50","150","-"
"3204807","São José do Calçado (ES)","-","-","-","-"
"3204906","São Mateus (ES)","-","7166","220","-"
"3204955","São Roque do Canaã (ES)","-","750","80","-"
"3205002","Serra (ES)","-","10","10","-"
"3205010","Sooretama (ES)","-","30","200","-"
"3205036","Vargem Alta (ES)","-","30","800","-"
"3205069","Venda Nova do Imigrante (ES)","-","20","600","-"
"3205101","Viana (ES)","-","100","-","-"
"3205150","Vila Pavão (ES)","-","-","350","-"
"3205176","Vila Valério (ES)","-","-","150","-"
"3205200","Vila Velha (ES)","-","110","25","-"
"3205309","Vitória (ES)","...","...","...","..."
"3300100","Angra dos Reis (RJ)","-","15","-","-"
"3300159","Aperibé (RJ)","-","70","40","-"
"3300209","Araruama (RJ)","-","1760","28","-"
"3300225","Areal (RJ)","-","-","20","-"
"3300233","Armação dos Búzios (RJ)","-","-","-","-"
"3300308","Barra do Piraí (RJ)","-","120","140","-"
"3300407","Barra Mansa (RJ)","-","250","16","-"
"3300456","Belford Roxo (RJ)","-","13","-","-"
"3300506","Bom Jardim (RJ)","-","10","230","-"
"3300605","Bom Jesus do Itabapoana (RJ)","-","286","400","-"
"3300704","Cabo Frio (RJ)","-","4000","12","-"
"3300803","Cachoeiras de Macacu (RJ)","-","20","-","-"
"3300902","Cambuci (RJ)","-","450","250","-"
"3300936","Carapebus (RJ)","-","500","8","-"
"3300951","Comendador Levy Gasparian (RJ)","-","8","10","-"
"3301009","Campos dos Goytacazes (RJ)","-","73940","90","-"
"3301108","Cantagalo (RJ)","-","400","200","-"
"3301157","Cardoso Moreira (RJ)","-","3890","120","-"
"3301207","Carmo (RJ)","-","225","20","-"
"3301306","Casimiro de Abreu (RJ)","-","20","36","-"
"3301405","Conceição de Macabu (RJ)","-","4","-","-"
"3301504","Cordeiro (RJ)","-","100","80","-"
"3301603","Duas Barras (RJ)","-","170","356","-"
"3301702","Duque de Caxias (RJ)","-","50","-","-"
"3301801","Engenheiro Paulo de Frontin (RJ)","-","10","-","-"
"3301850","Guapimirim (RJ)","-","25","-","-"
"3301876","Iguaba Grande (RJ)","-","-","-","-"
"3301900","Itaboraí (RJ)","-","18","45","-"
"3302007","Itaguaí (RJ)","-","72","-","-"
"3302056","Italva (RJ)","-","314","400","-"
"3302106","Itaocara (RJ)","-","2000","150","-"
"3302205","Itaperuna (RJ)","-","580","800","-"
"3302254","Itatiaia (RJ)","-","8","25","-"
"3302270","Japeri (RJ)","-","150","-","-"
"3302304","Laje do Muriaé (RJ)","-","120","40","-"
"3302403","Macaé (RJ)","-","40","200","-"
"3302452","Macuco (RJ)","-","50","12","-"
"3302502","Magé (RJ)","-","90","30","-"
"3302601","Mangaratiba (RJ)","-","35","-","-"
"3302700","Maricá (RJ)","-","20","-","-"
"3302809","Mendes (RJ)","-","-","-","-"
"3302858","Mesquita (RJ)","-","48","-","-"
"3302908","Miguel Pereira (RJ)","-","-","-","-"
"3303005","Miracema (RJ)","-","300","120","-"
"3303104","Natividade (RJ)","-","165","230","-"
"3303302","Niterói (RJ)","...","...","...","..."
"3303401","Nova Friburgo (RJ)","-","-","35","-"
"3303500","Nova Iguaçu (RJ)","-","350","-","-"
"3303609","Paracambi (RJ)","-","25","-","-"
"3303708","Paraíba do Sul (RJ)","-","93","33","-"
"3303807","Paraty (RJ)","-","160","-","-"
"3303856","Paty do Alferes (RJ)","-","100","15","-"
"3303906","Petrópolis (RJ)","-","-","-","-"
"3303955","Pinheiral (RJ)","-","15","-","-"
"3304003","Piraí (RJ)","-","80","-","-"
"3304102","Porciúncula (RJ)","-","180","180","-"
"3304110","Porto Real (RJ)","-","20","30","-"
"3304128","Quatis (RJ)","-","190","30","-"
"3304144","Queimados (RJ)","-","170","-","-"
"3304151","Quissamã (RJ)","-","12600","120","-"
"3304201","Resende (RJ)","-","30","160","-"
"3304300","Rio Bonito (RJ)","-","60","4","-"
"3304409","Rio Claro (RJ)","-","120","150","-"
"3304508","Rio das Flores (RJ)","-","75","30","-"
"3304524","Rio das Ostras (RJ)","-","8","60","-"
"3304557","Rio de Janeiro (RJ)","-","28","-","-"
"3304607","Santa Maria Madalena (RJ)","-","450","200","-"
"3304706","Santo Antônio de Pádua (RJ)","-","132","202","-"
"3304755","São Francisco de Itabapoana (RJ)","-","21500","100","-"
"3304805","São Fidélis (RJ)","-","1500","150","-"
"3304904","São Gonçalo (RJ)","-","15","-","-"
"3305000","São João da Barra (RJ)","-","3250","-","-"
"3305133","São José de Ubá (RJ)","-","-","300","-"
"3305158","São José do Vale do Rio Preto (RJ)","-","-","-","-"
"3305208","São Pedro da Aldeia (RJ)","-","-","15","-"
"3305307","São Sebastião do Alto (RJ)","-","600","152","-"
"3305406","Sapucaia (RJ)","-","100","75","-"
"3305505","Saquarema (RJ)","-","35","47","-"
"3305554","Seropédica (RJ)","-","155","-","-"
"3305604","Silva Jardim (RJ)","-","130","18","-"
"3305703","Sumidouro (RJ)","-","60","90","-"
"3305752","Tanguá (RJ)","-","20","-","-"
"3305802","Teresópolis (RJ)","-","-","-","-"
"3305901","Trajano de Moraes (RJ)","-","164","130","-"
"3306008","Três Rios (RJ)","-","40","20","-"
